class,value,variable,period,company,link
A-2a,450215.11,InterestDistribution,2019-09-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000052/a2018-3ex991101519.htm
A-2b,114103.78,InterestDistribution,2019-09-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000052/a2018-3ex991101519.htm
A-3,1199833.33,InterestDistribution,2019-09-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000052/a2018-3ex991101519.htm
A-4,294027.5,InterestDistribution,2019-09-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000052/a2018-3ex991101519.htm
B,119540,InterestDistribution,2019-09-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000052/a2018-3ex991101519.htm
C,101417.5,InterestDistribution,2019-09-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000052/a2018-3ex991101519.htm
D,96120.83,InterestDistribution,2019-09-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000052/a2018-3ex991101519.htm
A-1,0,PrincipalDistribution,2019-09-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000052/a2018-3ex991101519.htm
A-2a,24040192.77,PrincipalDistribution,2019-09-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000052/a2018-3ex991101519.htm
A-2b,8149217.89,PrincipalDistribution,2019-09-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000052/a2018-3ex991101519.htm
A-3,0,PrincipalDistribution,2019-09-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000052/a2018-3ex991101519.htm
A-4,0,PrincipalDistribution,2019-09-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000052/a2018-3ex991101519.htm
B,0,PrincipalDistribution,2019-09-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000052/a2018-3ex991101519.htm
C,0,PrincipalDistribution,2019-09-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000052/a2018-3ex991101519.htm
D,0,PrincipalDistribution,2019-09-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000052/a2018-3ex991101519.htm
A-1,0,BeginningNotePrincipalBalance,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-2a,212222895.54,BeginningNotePrincipalBalance,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-2b,71939964.58,BeginningNotePrincipalBalance,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-3,4.6e+08,BeginningNotePrincipalBalance,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-4,107900000,BeginningNotePrincipalBalance,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
B,41700000,BeginningNotePrincipalBalance,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
C,33900000,BeginningNotePrincipalBalance,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-1,0,EndingNotePrincipalBalance,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-2a,187589630.92,EndingNotePrincipalBalance,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-2b,63589705.38,EndingNotePrincipalBalance,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-3,4.6e+08,EndingNotePrincipalBalance,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-4,107900000,EndingNotePrincipalBalance,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
B,41700000,EndingNotePrincipalBalance,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
C,33900000,EndingNotePrincipalBalance,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-1,0,InterestDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-2a,509334.95,InterestDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-2b,153160.5,InterestDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-3,1199833.33,InterestDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-4,294027.5,InterestDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
B,119540,InterestDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
C,101417.5,InterestDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
D,96120.83,InterestDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-1,0,PrincipalDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-2a,24633264.62,PrincipalDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-2b,8350259.2,PrincipalDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-3,0,PrincipalDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-4,0,PrincipalDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
B,0,PrincipalDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
C,0,PrincipalDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
D,0,PrincipalDistribution,2019-08-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000047/a2018-3ex991091619.htm
A-1,0,BeginningNotePrincipalBalance,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-2a,237902234.87,BeginningNotePrincipalBalance,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-2b,80644825.37,BeginningNotePrincipalBalance,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-3,4.6e+08,BeginningNotePrincipalBalance,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-4,107900000,BeginningNotePrincipalBalance,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
B,41700000,BeginningNotePrincipalBalance,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
C,33900000,BeginningNotePrincipalBalance,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-1,0,EndingNotePrincipalBalance,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-2a,212222895.54,EndingNotePrincipalBalance,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-2b,71939964.58,EndingNotePrincipalBalance,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-3,4.6e+08,EndingNotePrincipalBalance,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-4,107900000,EndingNotePrincipalBalance,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
B,41700000,EndingNotePrincipalBalance,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
C,33900000,EndingNotePrincipalBalance,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-1,0,InterestDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-2a,570965.36,InterestDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-2b,175346.49,InterestDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-3,1199833.33,InterestDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-4,294027.5,InterestDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
B,119540,InterestDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
C,101417.5,InterestDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
D,96120.83,InterestDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-1,0,PrincipalDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-2a,25679339.33,PrincipalDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-2b,8704860.79,PrincipalDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-3,0,PrincipalDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-4,0,PrincipalDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
B,0,PrincipalDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
C,0,PrincipalDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
D,0,PrincipalDistribution,2019-07-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000042/a2018-3ex991081519.htm
A-1,0,BeginningNotePrincipalBalance,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-2a,261739525.69,BeginningNotePrincipalBalance,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-2b,88725262.94,BeginningNotePrincipalBalance,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-3,4.6e+08,BeginningNotePrincipalBalance,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-4,107900000,BeginningNotePrincipalBalance,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
B,41700000,BeginningNotePrincipalBalance,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
C,33900000,BeginningNotePrincipalBalance,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-1,0,EndingNotePrincipalBalance,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-2a,237902234.87,EndingNotePrincipalBalance,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-2b,80644825.37,EndingNotePrincipalBalance,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-3,4.6e+08,EndingNotePrincipalBalance,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-4,107900000,EndingNotePrincipalBalance,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
B,41700000,EndingNotePrincipalBalance,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
C,33900000,EndingNotePrincipalBalance,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-1,0,InterestDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-2a,628174.86,InterestDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-2b,179025.4,InterestDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-3,1199833.33,InterestDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-4,294027.5,InterestDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
B,119540,InterestDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
C,101417.5,InterestDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
D,96120.83,InterestDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-1,0,PrincipalDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-2a,23837290.82,PrincipalDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-2b,8080437.57,PrincipalDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-3,0,PrincipalDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-4,0,PrincipalDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
B,0,PrincipalDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
C,0,PrincipalDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
D,0,PrincipalDistribution,2019-06-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000037/a2018-3ex991071519.htm
A-1,0,BeginningNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-2a,288293519.74,BeginningNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-2b,97726616.86,BeginningNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-3,4.6e+08,BeginningNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-4,107900000,BeginningNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
B,41700000,BeginningNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
C,33900000,BeginningNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-1,0,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-2a,261739525.69,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-2b,88725262.94,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-3,4.6e+08,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-4,107900000,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
B,41700000,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
C,33900000,EndingNotePrincipalBalance,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-1,0,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-2a,691904.45,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-2b,236465.27,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-3,1199833.33,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-4,294027.5,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
B,119540,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
C,101417.5,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
D,96120.83,InterestDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-1,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-2a,26553994.05,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-2b,9001353.92,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-3,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-4,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
B,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
C,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
D,0,PrincipalDistribution,2019-05-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000032/a2018-3ex991061719.htm
A-1,0,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-2a,315319609.05,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-2b,106888003.07,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-3,4.6e+08,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-4,107900000,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
B,41700000,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
C,33900000,BeginningNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-1,0,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-2a,288293519.74,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-2b,97726616.86,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-3,4.6e+08,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-4,107900000,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
B,41700000,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
C,33900000,EndingNotePrincipalBalance,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-1,0,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-2a,756767.06,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-2b,238060.07,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-3,1199833.33,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-4,294027.5,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
